cstno,is_churned,age,sex,dependent_num,education,marital_stat,imcome_cat,card_type,mon_on_book,tot_product_count,months_inact_for_12m,contact_cnt_for_12m,credit_line,tot_revol_balance,mean_open_to_buy,tot_amt_ratio_q4_q1,tot_trans_amt_for_12m,tot_trans_cnt_for_12m,tot_cnt_ratio_q4_q1,mean_util_pct
713567958,0,54,F,3,College,Single,Less than $40K,Blue,36,4,4,2,2957,,1549,,4280,,0.783,0.476
713569158,1,43,F,3,High School,Single,,Blue,34,1,3,2,1654,1474,180,0.586,2086,47,,0.891
713572683,0,44,M,3,High School,Unknown,$60K - $80K,Blue,25,3,3,0,1862,0,1862,0.883,,34,0.789,0
713574708,0,39,M,3,College,Single,$40K - $60K,Blue,28,6,2,2,1640,1177,463,,3124,66,0.784,0.718
713578608,0,58,M,0,Doctorate,Single,Less than $40K,Blue,46,6,4,3,1438.3,,1438.3,0.808,4082,82,0.822,0
713579733,0,36,M,2,College,Single,$60K - $80K,Blue,22,5,3,3,4511,754,3757,0.905,,,0.919,0.167
713580633,0,46,M,3,Graduate,Married,,Blue,32,6,2,3,11477,0,11477,,1260,,0.688,0
713583408,1,51,F,4,Graduate,Single,,Blue,37,2,3,2,4708,920,3788,,2179,,1.273,0.195
713585958,1,48,F,4,College,Married,Less than $40K,Blue,36,2,3,2,5997,0,5997,,1457,42,,0
713586858,0,40,,3,Uneducated,Divorced,$80K - $120K,Blue,25,4,3,4,11721,,10546,0.779,4187,73,0.825,0.1
713588958,0,40,F,4,Unknown,Single,Less than $40K,Blue,25,4,1,1,2129,1507,622,,3655,,0.667,0.708
713590158,1,41,M,4,Graduate,Single,$60K - $80K,Blue,34,5,2,4,5045,2080,2965,0.738,,40,0.481,
713592408,0,43,F,3,High School,Married,Less than $40K,Blue,28,3,3,2,2590,0,2590,0.63,3391,66,,0
713593683,0,43,F,3,Graduate,Married,$40K - $60K,Blue,28,5,3,3,11155,1583,9572,1.061,3504,60,0.765,
713600958,0,50,M,1,Unknown,Married,$120K +,Blue,38,4,5,3,34516,,32440,0.812,3647,,0.667,
713605908,0,49,M,3,Graduate,Married,,Blue,37,1,1,1,34516,1316,33200,0.569,3863,69,0.643,
713607108,0,46,F,2,College,Divorced,Less than $40K,Blue,31,6,1,2,1852,1428,424,,4486,,0.848,0.771
713608383,1,54,F,1,Unknown,Married,Less than $40K,Blue,40,1,1,4,1438.3,0,1438.3,0.43,1632,36,0.44,0
713610033,0,47,,3,Post-Graduate,Single,$60K - $80K,Blue,36,5,3,3,5062,1996,3066,0.591,1314,,,0.394
713610933,0,40,F,2,Uneducated,Married,Less than $40K,Blue,26,3,2,1,2708,0,2708,0.572,,,0.636,0
713613258,0,46,M,4,High School,Single,$80K - $120K,Blue,36,6,1,2,1438.3,0,1438.3,0.746,4461,,,0
713617608,0,43,M,3,Unknown,Married,$120K +,Silver,33,5,2,3,34516,1844,32672,1.051,4217,79,0.795,
713625483,0,58,M,2,College,Married,$80K - $120K,Blue,44,3,2,2,11811,,9303,,,,,0.212
713630733,0,34,F,2,Graduate,Single,Less than $40K,Blue,24,5,3,3,5712,1955,3757,,2617,54,0.8,
713634108,0,45,F,3,Graduate,Single,Unknown,Blue,36,1,2,2,4348,1830,2518,1.036,,66,,
713637783,0,44,F,3,Graduate,Married,Unknown,Blue,31,5,2,0,24936,2053,22883,,1810,38,0.727,0.082
713639058,1,49,M,3,High School,Married,$60K - $80K,Blue,34,6,3,3,1511,0,1511,0.432,1329,35,0.591,
713639958,0,46,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,3,1,9478,,8658,0.64,1327,,,0.087
713643858,0,53,F,1,College,Married,$40K - $60K,Blue,43,4,4,2,1525,1411,114,,1911,,0.958,0.925
713644758,0,49,M,3,Graduate,Single,,Blue,36,6,2,3,8514,2013,6501,,,,,
713645883,0,37,F,1,High School,Single,Less than $40K,Blue,23,6,3,4,1879,1486,393,,5202,88,0.692,
713647083,0,53,,2,Uneducated,Single,Unknown,Blue,36,5,2,3,9314,1761,7553,0.562,3696,,0.778,
713648208,0,40,F,2,Graduate,Unknown,$40K - $60K,Blue,32,6,2,2,3097,,688,0.912,4624,86,0.87,0.778
713650683,0,65,F,0,Graduate,Married,Less than $40K,Blue,56,4,1,4,3094,2266,828,,1591,,,
713652783,0,30,F,0,Unknown,Single,Less than $40K,Blue,36,1,1,1,2367,1220,1147,1.04,5568,,,0.515
713653983,0,39,M,3,Uneducated,Single,$60K - $80K,Blue,26,4,2,1,2973,1136,1837,0.729,4342,87,0.776,0.382
713655108,0,60,F,1,Graduate,Single,Less than $40K,Blue,45,2,3,1,9752,1423,8329,0.872,14220,108,0.964,0.146
713657733,0,47,M,4,Unknown,Single,$60K - $80K,Blue,36,5,3,1,9132,,8332,0.62,,,0.511,0.088
713661933,0,44,,1,College,Married,Less than $40K,Blue,33,5,1,3,1522,0,1522,0.783,4835,70,0.489,0
713663508,1,58,M,0,High School,Unknown,$40K - $60K,Blue,42,3,2,3,1438.3,0,1438.3,0.835,1088,22,1.444,0
713664258,0,56,M,2,Unknown,Single,$40K - $60K,Blue,48,2,2,1,14344,2014,12330,,7359,85,0.574,0.14
713666058,0,46,F,5,College,Divorced,,Blue,38,6,1,3,3276,1915,1361,0.672,4264,76,0.617,0.585
713668158,1,31,F,1,Uneducated,Single,,Blue,36,2,3,3,21067,,21067,0.995,9212,71,,
713670333,0,60,M,1,Unknown,Single,,Blue,52,5,3,2,2486,,1022,0.731,1378,27,0.421,
713675658,0,36,,1,High School,Single,Unknown,Blue,22,6,3,2,9817,848,8969,,4636,,0.848,
713677158,1,31,F,1,Graduate,Divorced,Unknown,Blue,22,2,2,3,1623,0,1623,0.501,2126,,0.364,
713679633,1,41,,3,Graduate,Married,Less than $40K,Blue,33,6,3,5,1438.3,0,1438.3,0.305,,,0.759,0
713681433,0,50,F,2,High School,Divorced,Unknown,Blue,39,5,2,4,9716,874,8842,0.775,5007,,,0.09
713682708,0,45,,2,College,Divorced,$40K - $60K,Blue,37,5,1,2,10991,1328,9663,1.027,3692,,0.714,
713685033,1,44,F,2,Graduate,Married,,Blue,33,3,2,2,2417,0,2417,0.389,1848,38,,
713686008,0,38,M,2,Graduate,Single,,Blue,25,1,1,1,11474,0,11474,0.628,13041,98,0.661,0
713688933,0,42,F,0,Unknown,Married,Less than $40K,Blue,28,1,1,1,8798,1509,7289,,,74,0.721,0.172
713691633,0,29,M,0,Post-Graduate,Married,,Blue,36,1,1,1,3076,0,3076,0.924,15514,,,
713692683,0,41,M,2,Uneducated,Married,,Blue,13,4,2,2,2243,1944,299,0.942,3216,77,0.674,0.867
713695158,0,51,F,4,Uneducated,Divorced,Less than $40K,Blue,40,5,4,3,1562,1057,505,0.807,5019,,0.696,0.677
713700258,0,55,F,1,Post-Graduate,Married,Unknown,Blue,42,1,3,3,2953,1896,1057,,4644,79,0.612,0.642
713705358,0,37,M,2,Graduate,Single,,Blue,28,2,6,1,7349,994,6355,0.864,13970,,0.847,0.135
713706258,0,52,F,1,Unknown,Single,Less than $40K,Blue,43,6,2,1,1438.3,,665.3,1.138,4890,,0.909,0.537
713708358,0,33,F,3,Unknown,Single,$40K - $60K,Silver,36,2,3,3,19594,971,18623,0.761,12429,,,0.05
713709258,0,43,M,3,Post-Graduate,Single,$40K - $60K,Blue,32,3,3,2,2142,1369,773,0.666,4424,88,0.66,
713710383,0,43,M,2,High School,Unknown,$80K - $120K,Blue,30,4,2,1,18008,2517,15491,,2659,55,0.833,0.14
713717283,1,40,F,3,Unknown,Single,$40K - $60K,Blue,29,3,3,3,2473,2332,141,0.293,1738,32,0.455,0.943
713718558,0,46,M,3,Graduate,Married,$40K - $60K,Blue,37,6,2,5,2403,0,2403,0.727,,,0.882,0
713722608,1,48,F,2,Unknown,Divorced,Less than $40K,Blue,35,3,1,4,2806,2514,292,0.341,1757,35,0.4,0.896
713723433,0,52,F,4,High School,Single,Less than $40K,Blue,44,1,1,3,5721,,5721,,4188,79,0.881,0
713725683,0,36,F,0,College,Single,Less than $40K,Blue,27,6,3,2,3282,1843,1439,0.625,2614,,0.646,0.562
713730933,1,53,F,4,Graduate,Married,Less than $40K,Blue,36,2,3,5,1438.3,0,1438.3,,1739,44,0.467,0
713732883,0,38,F,0,Uneducated,Single,Less than $40K,Blue,36,4,1,2,1679,0,1679,,4771,,,0
713733633,1,27,M,0,High School,Divorced,$60K - $80K,Blue,36,2,3,2,13303,2517,10786,0.929,10219,,,0.189
713734758,0,35,F,2,Graduate,Married,Unknown,Blue,23,4,2,2,6729,2375,4354,0.579,2080,,0.351,
713735508,0,35,M,3,Uneducated,Married,$80K - $120K,Blue,25,3,1,2,11927,675,11252,0.574,1986,36,0.636,0.057
713738883,0,57,F,3,Uneducated,Married,Less than $40K,Blue,36,6,2,3,3136,1422,1714,0.591,1260,34,0.889,
713739708,0,61,M,0,High School,Single,$60K - $80K,Blue,53,1,3,3,2415,2050,365,0.499,4479,71,,0.849
713740533,0,41,M,3,Graduate,Single,$60K - $80K,Blue,29,5,3,3,2775,1664,1111,0.809,,52,0.926,0.6
713741358,1,46,,5,Graduate,Single,$80K - $120K,Blue,33,6,3,3,32975,2517,30458,0.658,597,17,0.7,
713743158,0,47,M,1,Graduate,Married,$60K - $80K,Blue,36,4,3,2,19063,,17349,0.786,,,0.615,0.09
713744058,0,41,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,2359,1509,850,,5232,,,0.64
713745783,0,29,F,0,Post-Graduate,Single,Unknown,Gold,36,4,1,4,34516,,33064,0.887,2336,49,1.13,
713746608,0,48,F,2,High School,Married,Unknown,Blue,37,3,2,2,8446,908,7538,,4240,67,0.763,0.108
713747733,0,55,M,2,High School,Married,$40K - $60K,Blue,47,5,3,2,3096,2217,879,0.799,,,0.783,0.716
713748708,1,46,F,3,Graduate,Single,Less than $40K,Blue,37,1,2,4,1438.3,0,1438.3,0.35,1757,,0.467,0
713755458,1,50,M,1,Unknown,Unknown,$80K - $120K,Blue,36,6,3,4,9959,952,9007,0.825,10310,,1.1,0.096
713756508,0,46,M,3,Graduate,Divorced,Less than $40K,Blue,36,5,1,3,4213,997,3216,0.668,1264,30,0.667,0.237
713757633,0,65,F,0,Unknown,Married,$40K - $60K,Blue,56,3,2,4,7427,1303,6124,0.61,1596,,0.909,0.175
713758758,0,48,M,2,High School,Married,Less than $40K,Silver,36,2,2,2,14581,,12064,0.776,17628,109,0.817,0.173
713759583,0,54,F,3,High School,Married,,Blue,36,1,1,1,3173,1822,1351,,4883,,0.614,0.574
713761608,0,44,M,3,Graduate,Divorced,$60K - $80K,Silver,34,2,3,3,34516,1652,32864,0.865,8450,,0.579,0.048
713763633,0,54,,2,Graduate,Married,,Blue,46,5,3,2,3014,794,2220,0.5,1488,,0.579,
713764458,0,53,M,2,Graduate,Single,,Blue,36,5,2,3,10620,,8530,0.88,3453,,,
713766183,0,49,M,0,Uneducated,Single,$80K - $120K,Blue,36,5,3,4,16156,,13639,0.804,4160,,0.653,
713767383,0,32,F,0,High School,Married,,Blue,22,4,2,2,2062,1665,397,1.276,,,0.64,0.807
713769258,0,36,M,3,College,Married,$120K +,Blue,26,3,2,3,17116,939,16177,1.575,,,,
713770383,0,29,F,0,Uneducated,Divorced,Less than $40K,Blue,19,5,4,4,2926,0,2926,0.84,2775,74,1.114,
713772333,1,45,F,3,Unknown,Divorced,Less than $40K,Blue,34,4,3,1,3223,,2980,,1979,38,0.462,0.075
713777883,0,46,F,0,Graduate,Divorced,Unknown,Blue,36,3,3,2,6853,1679,5174,,3543,52,1,0.245
713779908,0,46,F,3,Doctorate,Single,Unknown,Blue,36,6,3,2,2189,1666,523,0.343,1287,36,0.636,
713782608,0,46,,4,Graduate,Single,$40K - $60K,Blue,36,1,3,1,2652,2386,266,,5329,,0.729,0.9
713784558,0,59,F,1,Graduate,Single,,Blue,36,1,2,3,3510,941,2569,,4833,,0.75,0.268
713786508,0,42,,5,Unknown,Married,$40K - $60K,Blue,36,3,3,3,2038,0,2038,0.786,1238,,,0
713787333,0,46,,2,High School,Single,,Blue,36,5,1,0,3818,1142,2676,0.709,,,0.948,
713790708,0,38,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,2,3,3421,2308,1113,2.037,2269,39,,0.675
713792583,0,52,F,2,Graduate,Single,Unknown,Blue,43,5,2,3,10351,1356,8995,,4572,76,1.054,0.131
713798958,0,38,F,3,Unknown,Single,,Blue,36,2,3,1,1946,1430,516,0.564,4643,87,0.812,0.735
713800158,0,58,M,0,High School,Married,$80K - $120K,Blue,36,6,3,2,2994,2351,643,0.469,1540,32,0.185,0.785
713804058,0,45,F,4,College,Married,,Blue,36,5,2,3,4187,2199,1988,0.908,4647,,,
713804883,1,46,F,4,Post-Graduate,Single,Less than $40K,Blue,37,3,2,2,1836,,1836,0.323,1799,28,,0
713808633,0,31,F,0,Uneducated,Divorced,,Silver,23,2,2,1,10850,1873,8977,0.995,13794,,,0.173
713809833,0,42,F,3,Graduate,Unknown,Unknown,Blue,32,2,3,2,9749,859,8890,,4684,,,0.088
713810658,0,44,M,3,Graduate,Married,$60K - $80K,Blue,36,1,2,3,3384,799,2585,0.737,13152,100,0.754,0.236
713814408,0,39,M,2,Uneducated,Single,$80K - $120K,Blue,36,6,2,4,7901,1184,6717,,3667,66,0.784,0.15
713818158,0,50,M,1,Doctorate,Single,,Blue,41,5,4,2,5068,991,4077,,5173,64,,0.196
713822208,1,42,,2,High School,Single,$60K - $80K,Blue,33,3,3,3,4836,,4343,,1870,,0.406,
713823033,1,31,F,2,Unknown,Married,,Blue,20,3,1,2,8149,,8149,0.331,808,,0.111,0
713824983,0,43,,0,High School,Married,,Blue,35,1,1,0,8401,,7316,0.696,7697,98,0.508,0.129
713826183,1,41,M,3,High School,Unknown,$40K - $60K,Blue,33,4,3,4,1639,0,1639,0.481,2242,44,0.571,0
713827383,0,65,F,1,High School,Married,Less than $40K,Blue,36,3,2,0,3198,,705,0.665,1936,,1.316,0.78
713828208,0,47,M,2,Uneducated,Unknown,$60K - $80K,Blue,36,6,2,1,8311,,8311,,1895,57,0.425,0
713833233,0,49,M,5,Uneducated,Married,$80K - $120K,Silver,30,3,3,2,34516,1768,32748,0.767,15134,124,0.722,0.051
713837058,0,48,M,2,College,Single,Less than $40K,Blue,36,3,2,3,2571,1955,616,0.531,1234,24,0.714,
713850783,0,56,F,1,College,Married,,Blue,36,6,2,2,4263,0,4263,,,70,1.188,0
713852958,0,51,F,2,Graduate,Single,Unknown,Silver,41,5,3,3,31501,1810,29691,,,81,0.62,0.057
713853858,0,41,M,4,Unknown,Married,$80K - $120K,Silver,31,5,2,2,34516,,33083,0.758,2589,,0.676,0.042
713854608,0,62,M,1,Uneducated,Married,$60K - $80K,Blue,36,6,3,3,9521,1669,7852,1.308,2444,63,0.4,
713856708,0,48,M,4,High School,Married,,Blue,36,5,1,2,6798,2517,4281,0.873,4327,79,0.881,0.37
713858733,0,61,F,0,Post-Graduate,Married,$40K - $60K,Blue,53,4,3,2,2566,,402,,4344,73,0.659,0.843
713865333,1,45,F,4,Uneducated,Married,Less than $40K,Blue,38,3,4,3,4908,0,4908,0.993,,21,0.75,
713866308,0,45,M,4,Unknown,Single,,Blue,36,5,2,1,15100,2004,13096,,4135,76,0.689,0.133
713868033,0,53,M,1,College,Married,$80K - $120K,Silver,36,2,2,2,34516,1484,33032,1.015,16373,114,0.9,0.043
713869083,0,56,M,2,High School,Married,$80K - $120K,Blue,43,2,2,1,29394,1002,28392,0.935,14901,,,
713872833,0,54,F,2,Graduate,Single,$40K - $60K,Blue,41,2,1,3,10753,1845,8908,0.689,7302,,0.702,0.172
713879283,0,55,F,2,Graduate,Married,Less than $40K,Blue,47,3,1,2,4580,1300,3280,,1694,,0.7,0.284
713880633,1,53,M,2,Unknown,Single,$60K - $80K,Blue,43,2,2,3,5905,,5905,0.797,,83,0.729,0
713884458,0,51,M,4,High School,Single,$80K - $120K,Blue,37,6,2,2,8783,2142,6641,0.662,4425,,0.766,0.244
713886333,1,47,M,2,High School,Married,$60K - $80K,Blue,39,2,3,1,18660,,17932,0.403,1682,43,0.303,0.039
713889933,0,59,M,0,Graduate,Single,$40K - $60K,Blue,48,4,2,2,1638,0,1638,,1536,,0.63,0
713891133,1,41,F,2,Unknown,Single,Less than $40K,Blue,36,3,2,2,1438.3,834,604.3,,1890,43,0.387,
713893308,0,45,M,3,Graduate,Divorced,$60K - $80K,Blue,37,4,1,1,3291,1607,1684,,,,0.652,
713894358,0,51,,2,Post-Graduate,Unknown,$80K - $120K,Gold,46,2,3,2,34516,814,33702,0.735,7889,98,0.508,0.024
713895633,0,56,F,1,High School,Unknown,$40K - $60K,Blue,36,2,1,3,8331,0,8331,,14324,103,0.689,
713896533,0,42,M,4,High School,Single,$60K - $80K,Blue,33,5,1,3,9442,838,8604,0.654,3157,63,,0.089
713899383,0,56,F,1,Graduate,Single,Less than $40K,Blue,50,4,1,4,3688,606,3082,0.57,14596,120,0.791,
713901108,0,37,M,2,High School,Single,$60K - $80K,Blue,29,6,1,4,14575,0,14575,,,80,0.702,0
713902983,0,42,F,3,High School,Married,Less than $40K,Blue,36,4,3,1,1676,1372,304,0.522,,77,0.571,
713904708,0,40,F,3,Graduate,Married,Less than $40K,Blue,36,6,1,3,7582,1942,5640,0.823,,85,,
713905608,0,56,F,3,Unknown,Single,Less than $40K,Blue,50,5,2,2,8869,,8869,0.721,3270,63,0.8,0
713906508,0,42,F,3,Unknown,Single,Less than $40K,Blue,36,6,3,3,2837,834,2003,0.427,3892,,0.408,
713907633,0,43,M,3,College,Unknown,$60K - $80K,Blue,36,2,1,2,5397,1265,4132,0.676,7791,84,0.615,0.234
713908683,0,51,M,1,Unknown,Single,$80K - $120K,Blue,41,6,2,2,18749,1314,17435,,1381,,0.435,
713910108,0,38,M,1,Graduate,Married,$80K - $120K,Blue,28,3,2,3,3946,2375,1571,,1646,43,0.536,
713911233,0,47,,3,Doctorate,Single,$40K - $60K,Silver,39,3,2,1,18341,1060,17281,0.718,7584,85,0.7,
713914683,0,44,F,1,Graduate,Single,$40K - $60K,Blue,36,3,4,2,1484,885,599,0.951,4819,,0.805,0.596
713916708,0,53,M,3,Graduate,Single,$120K +,Gold,43,3,1,3,34516,2435,32081,0.77,7758,98,0.719,0.071
713918358,0,31,F,0,Uneducated,Divorced,Unknown,Blue,36,6,3,1,5190,1682,3508,,4900,81,0.8,0.324
713919183,0,50,,3,Unknown,Married,$80K - $120K,Blue,39,5,3,4,13824,1582,12242,,4630,74,0.644,
713920158,1,41,F,3,Uneducated,Unknown,Unknown,Blue,36,2,3,1,13733,0,13733,0.325,1591,30,,
713921058,0,55,F,3,High School,Married,Less than $40K,Blue,48,6,2,2,2897,1601,1296,0.878,,25,0.471,
713922183,0,52,M,2,Uneducated,Single,$120K +,Blue,36,3,2,1,2507,1259,1248,0.85,4461,,0.921,
713924283,1,61,M,0,Graduate,Single,$60K - $80K,Blue,54,2,1,4,11859,,10215,0.866,,79,0.837,
713926308,0,35,F,3,Uneducated,Single,Less than $40K,Blue,36,4,2,3,2624,1458,1166,0.809,4487,,0.743,0.556
713927283,0,39,F,1,Graduate,Single,Unknown,Blue,34,3,1,1,2884,2517,367,0.693,4809,,,
713929533,1,36,F,3,College,Married,Less than $40K,Blue,36,2,2,2,1707,0,1707,0.319,,52,0.529,
713930433,1,57,M,2,Uneducated,Unknown,$80K - $120K,Blue,36,5,3,3,4316,0,4316,,1920,53,0.472,0
713931258,1,56,F,3,Graduate,Married,Less than $40K,Blue,45,2,3,4,1438.3,,1438.3,,1988,,0.355,
713933658,0,56,F,0,Graduate,Single,Less than $40K,Blue,45,3,6,2,2463,1621,842,,4118,,,0.658
713934633,1,40,F,4,Uneducated,Divorced,Less than $40K,Blue,35,2,3,3,4423,,1906,0.84,8935,87,0.933,
713935533,0,44,M,3,Graduate,Single,,Silver,29,5,1,3,19360,,18490,0.532,3966,78,0.902,0.045
713936583,0,54,M,2,Graduate,Married,$60K - $80K,Blue,43,6,3,1,6224,1892,4332,0.983,2187,58,0.657,0.304
713943783,0,41,M,4,Post-Graduate,Married,$60K - $80K,Blue,32,5,3,2,18001,906,17095,0.62,1194,25,0.471,0.05
713944833,0,46,M,5,Uneducated,Single,$60K - $80K,Blue,36,3,3,2,24512,766,23746,0.509,4561,,0.368,
713945883,1,62,F,2,Graduate,Married,Less than $40K,Blue,52,4,2,2,2490,513,1977,0.678,864,,,
713947908,0,33,M,2,High School,Married,$80K - $120K,Blue,23,6,2,2,1630,0,1630,0.605,4426,,0.784,0
713948808,0,55,M,3,High School,Single,,Blue,47,3,2,2,1602,962,640,0.834,4873,97,0.764,0.6
713949858,1,39,F,2,Doctorate,Married,Less than $40K,Blue,36,4,3,4,1438.3,886,552.3,,1674,42,0.312,0.616
713952558,1,53,F,3,Doctorate,Single,Unknown,Blue,43,3,3,2,1790,,316,0.595,2128,40,0.429,
713953383,1,50,M,1,Post-Graduate,Single,,Blue,36,4,3,2,2317,,2317,0.734,2214,,,0
713964858,0,51,M,2,Graduate,Divorced,$120K +,Blue,41,4,2,3,2792,887,1905,,4074,81,0.8,0.318
713965683,0,35,M,3,Post-Graduate,Married,$80K - $120K,Blue,28,3,1,2,4380,0,4380,0.719,17258,121,0.704,
713967783,0,62,F,0,Unknown,Married,Unknown,Blue,52,6,1,1,2683,1707,976,,1582,33,0.941,0.636
713971608,0,49,M,4,Uneducated,Married,Less than $40K,Blue,39,6,1,4,7232,1830,5402,1.002,4337,71,0.543,0.253
713972658,0,56,F,2,Graduate,Married,,Blue,36,3,3,2,5335,996,4339,,1454,43,0.433,0.187
713974533,0,52,F,3,Post-Graduate,Single,,Blue,45,5,1,3,2555,1701,854,1.492,3127,,,0.666
713975433,0,32,F,0,High School,Divorced,Less than $40K,Blue,25,2,3,0,8851,1753,7098,0.627,14783,,0.864,
713980383,1,49,F,3,Graduate,Single,Unknown,Blue,38,1,2,4,11025,0,11025,0.501,1902,,0.273,
713981283,0,52,F,3,Graduate,Married,Less than $40K,Blue,46,6,5,3,2814,,652,,,88,0.833,0.768
713982108,0,51,M,3,Graduate,Married,$80K - $120K,Blue,36,4,1,0,3418,0,3418,2.594,1887,,2.333,
713983308,0,60,M,0,Post-Graduate,Married,,Blue,49,5,1,4,3182,1928,1254,,1233,,0.4,0.606
713984208,0,52,M,4,Graduate,Married,$40K - $60K,Blue,33,5,2,1,5776,874,4902,,,,0.636,
713985183,0,46,F,5,Graduate,Single,Less than $40K,Blue,38,4,5,2,2799,2412,387,0.877,4634,91,0.75,0.862
713987808,0,43,F,3,College,Single,Less than $40K,Blue,33,4,2,2,5702,2165,3537,0.79,,,,
713989233,0,61,M,0,Post-Graduate,Married,Unknown,Blue,53,6,2,3,14434,1927,12507,,,,3.571,
713992158,0,57,F,4,Unknown,Married,Less than $40K,Blue,36,3,1,2,2159,1004,1155,0.603,1353,30,0.111,0.465
713994108,0,40,M,5,High School,Married,$60K - $80K,Blue,33,3,1,2,4155,1315,2840,,15851,,0.855,
713995233,0,38,F,2,High School,Married,Less than $40K,Blue,36,6,4,3,1438.3,0,1438.3,0.641,4707,,,0
713996283,0,32,F,2,Post-Graduate,Single,Less than $40K,Blue,36,4,5,1,2352,2176,176,0.857,,93,0.755,0.925
713997183,0,34,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,2,2791,,631,,2214,,,0.774
713998233,0,37,F,2,High School,Single,,Blue,36,6,2,4,3586,1414,2172,0.745,,,0.727,0.394
714000108,0,40,,3,College,Divorced,Unknown,Blue,36,5,2,4,6772,0,6772,,,66,0.65,0
714001008,0,56,M,1,Uneducated,Divorced,$120K +,Blue,36,1,1,2,3730,0,3730,,13997,102,0.619,0
714003483,0,37,M,1,Doctorate,Unknown,$60K - $80K,Blue,36,1,3,1,7539,0,7539,1.023,15293,129,0.743,
714005508,0,45,F,4,Graduate,Married,Unknown,Blue,36,2,2,2,4146,2027,2119,0.74,,64,0.684,0.489
714006333,1,42,F,4,Graduate,Married,Less than $40K,Blue,36,5,2,3,2128,528,1600,0.525,2289,41,0.414,0.248
714010383,1,47,F,5,Uneducated,Single,Unknown,Blue,40,5,4,5,3502,0,3502,0.531,1895,,0.4,0
714011358,0,38,M,3,Graduate,Divorced,$80K - $120K,Blue,24,5,1,3,14821,0,14821,,2876,,0.622,
714012258,0,44,,2,College,Single,,Blue,34,3,2,1,2429,1687,742,0.766,4122,74,0.85,0.695
714013083,0,63,F,2,Graduate,Married,,Blue,53,4,2,4,3067,1874,1193,0.791,1420,32,0.455,0.611
714013983,1,37,F,4,Post-Graduate,Married,,Blue,36,3,3,3,1586,0,1586,,2109,,0.414,
714021183,0,54,M,4,Graduate,Single,$80K - $120K,Blue,36,4,2,3,30666,1046,29620,0.801,3709,66,0.886,0.034
714022833,1,42,F,2,Graduate,Single,$40K - $60K,Silver,32,4,3,3,17909,0,17909,0.225,5977,58,,
714023808,0,42,F,2,Graduate,Married,Unknown,Blue,33,6,1,1,13770,2517,11253,0.788,1582,,0.385,0.183
714024858,0,36,M,3,High School,Married,$80K - $120K,Blue,27,3,1,2,7056,0,7056,0.815,1739,35,0.842,
714028083,0,36,F,1,Unknown,Single,Unknown,Blue,31,6,1,2,2222,0,2222,,,65,0.912,0
714030183,0,59,M,0,Graduate,Single,$80K - $120K,Silver,36,5,3,3,34516,1494,33022,1.229,3259,65,0.585,0.043
714031083,1,46,F,3,Graduate,Unknown,Unknown,Blue,30,3,2,1,8869,0,8869,,1935,,0.429,0
714031983,0,41,F,3,High School,Single,,Silver,36,6,1,3,11533,1418,10115,0.546,4038,,0.615,0.123
714034158,0,46,F,4,Unknown,Married,Less than $40K,Blue,38,5,2,3,3331,1307,2024,0.617,3946,69,0.683,
714035283,1,56,F,1,Post-Graduate,Married,Less than $40K,Blue,36,6,2,2,2802,2256,546,,2371,,0.353,0.805
714037308,0,54,M,2,High School,Married,$60K - $80K,Blue,50,3,1,3,2210,1002,1208,0.938,4798,,0.654,0.453
714041283,0,50,F,2,Graduate,Single,Unknown,Blue,40,5,2,2,6610,1663,4947,0.813,4735,,0.766,0.252
714042108,0,59,M,0,Uneducated,Single,$40K - $60K,Blue,36,3,2,2,11000,1013,9987,0.697,7302,,0.654,0.092
714043008,0,37,M,2,High School,Single,$40K - $60K,Blue,30,6,3,4,4297,,4297,0.797,4310,,0.767,0
714045783,1,37,F,2,Graduate,Married,$40K - $60K,Blue,29,2,2,6,2547,1965,582,0.535,2160,46,0.353,0.771
714047733,0,53,F,3,Graduate,Single,$40K - $60K,Blue,45,2,2,1,4942,,2823,,7460,85,0.604,
714048783,0,57,M,2,High School,Single,$80K - $120K,Blue,36,6,3,0,8026,2202,5824,,4072,,0.6,
714052158,1,49,,2,High School,Married,$120K +,Blue,39,2,3,2,11714,949,10765,1.036,5366,,0.659,
714053358,0,37,M,2,High School,Single,,Blue,31,6,3,4,3216,0,3216,,4039,81,,0
714054408,0,50,M,3,College,Unknown,$60K - $80K,Blue,42,1,2,3,12889,,11067,,,79,,0.141
714058308,1,43,,5,Uneducated,Single,Less than $40K,Blue,36,5,3,4,2689,,305,,1941,,0.656,0.887
714060408,0,57,F,3,High School,Single,,Blue,37,3,1,2,3052,1603,1449,,4210,,0.907,0.525
714062958,0,36,M,4,Unknown,Single,$40K - $60K,Blue,36,6,1,2,9887,994,8893,0.488,,,0.455,
714064908,0,57,F,1,Graduate,Single,Less than $40K,Blue,36,4,2,3,1771,1289,482,,4813,,,
714069858,0,53,M,3,Graduate,Married,,Blue,36,4,3,2,3539,2517,1022,,1677,,0.5,0.711
714070758,0,49,M,4,High School,Single,$80K - $120K,Blue,38,4,3,0,31302,1953,29349,,1564,35,2.182,
